user_id,date,exercise_name,exercise_type,duration_minutes,calories_burned,timestamp
user_0000,2025-08-11,Foam Rolling,flexibility,48,164,2025-08-11T08:36:38.232306
user_0000,2025-08-12,Foam Rolling,flexibility,44,111,2025-08-12T11:39:38.232306
user_0000,2025-08-13,Morning Run,cardio,34,198,2025-08-13T21:24:38.232306
user_0000,2025-08-14,Pilates,flexibility,33,98,2025-08-14T07:25:38.232306
user_0000,2025-08-16,Foam Rolling,flexibility,42,113,2025-08-16T21:49:38.232306
user_0000,2025-08-17,Basketball,sports,63,994,2025-08-17T13:14:38.232306
user_0000,2025-08-19,Badminton,sports,22,258,2025-08-19T22:42:38.232306
user_0000,2025-08-20,Elliptical,cardio,35,285,2025-08-20T07:35:38.232306
user_0000,2025-08-24,Weight Lifting,strength,45,364,2025-08-24T22:47:38.232306
user_0000,2025-08-25,Morning Run,cardio,38,449,2025-08-25T22:34:38.232306
user_0000,2025-08-26,Push-ups,strength,67,233,2025-08-26T16:24:38.232306
user_0000,2025-08-27,Bench Press,strength,30,136,2025-08-27T18:37:38.232306
user_0000,2025-08-27,Bench Press,strength,72,378,2025-08-27T18:43:38.232306
user_0000,2025-08-28,Cycling,cardio,52,489,2025-08-28T17:53:38.232306
user_0000,2025-08-29,Pilates,flexibility,79,240,2025-08-29T08:16:38.232306
user_0000,2025-09-01,Soccer,sports,62,690,2025-09-01T12:05:38.232306
user_0000,2025-09-02,Morning Run,cardio,65,523,2025-09-02T08:54:38.232306
user_0000,2025-09-03,Foam Rolling,flexibility,53,175,2025-09-03T19:55:38.232306
user_0000,2025-09-03,Pilates,flexibility,74,298,2025-09-03T22:48:38.232306
user_0000,2025-09-10,Push-ups,strength,42,216,2025-09-10T21:43:38.232306
user_0000,2025-09-13,Tennis,sports,37,289,2025-09-13T17:06:38.232306
user_0000,2025-09-14,Stretching,flexibility,30,112,2025-09-14T16:42:38.232306
user_0000,2025-09-14,Push-ups,strength,25,95,2025-09-14T17:20:38.232306
user_0000,2025-09-15,Yoga,flexibility,49,109,2025-09-15T14:56:38.232306
user_0000,2025-09-15,Badminton,sports,41,236,2025-09-15T22:16:38.232306
user_0000,2025-09-16,Volleyball,sports,12,110,2025-09-16T16:44:38.232306
user_0000,2025-09-18,Foam Rolling,flexibility,27,74,2025-09-18T11:34:38.232306
user_0000,2025-09-19,Squats,strength,34,291,2025-09-19T09:18:38.232306
user_0000,2025-09-22,Yoga,flexibility,31,79,2025-09-22T12:48:38.232306
user_0000,2025-09-23,Soccer,sports,36,433,2025-09-23T13:05:38.232306
user_0000,2025-09-24,Morning Run,cardio,23,159,2025-09-24T07:13:38.232306
user_0000,2025-09-25,Volleyball,sports,60,425,2025-09-25T12:41:38.232306
user_0000,2025-09-26,Volleyball,sports,74,269,2025-09-26T10:30:38.232306
user_0000,2025-09-28,Basketball,sports,47,544,2025-09-28T21:04:38.232306
user_0000,2025-09-29,Tennis,sports,11,132,2025-09-29T17:02:38.232306
user_0000,2025-10-01,Pilates,flexibility,36,137,2025-10-01T09:10:38.232306
user_0000,2025-10-03,Soccer,sports,54,676,2025-10-03T06:21:38.232306
user_0000,2025-10-04,Volleyball,sports,26,285,2025-10-04T21:37:38.232306
user_0000,2025-10-05,Volleyball,sports,42,486,2025-10-05T20:23:38.232306
user_0000,2025-10-06,Tennis,sports,63,485,2025-10-06T06:49:38.232306
user_0000,2025-10-07,Walking,cardio,36,257,2025-10-07T17:14:38.232306
user_0000,2025-10-07,Tennis,sports,55,587,2025-10-07T14:17:38.232306
user_0000,2025-10-08,Bench Press,strength,29,96,2025-10-08T18:36:38.232306
user_0000,2025-10-10,Deadlifts,strength,36,292,2025-10-10T08:26:38.232306
user_0000,2025-10-11,Volleyball,sports,60,262,2025-10-11T22:09:38.232306
user_0000,2025-10-12,Tennis,sports,32,154,2025-10-12T16:29:38.232306
user_0000,2025-10-13,Volleyball,sports,69,1172,2025-10-13T10:52:38.232306
user_0000,2025-10-13,Elliptical,cardio,54,406,2025-10-13T20:38:38.232306
user_0000,2025-10-14,Cycling,cardio,23,263,2025-10-14T17:46:38.232306
user_0000,2025-10-14,Stretching,flexibility,10,50,2025-10-14T19:42:38.232306
user_0000,2025-10-16,Deadlifts,strength,52,236,2025-10-16T12:15:38.232306
user_0000,2025-10-19,Badminton,sports,55,716,2025-10-19T18:36:38.232306
user_0000,2025-10-19,Deadlifts,strength,50,239,2025-10-19T13:48:38.232306
user_0000,2025-10-20,Swimming,cardio,28,189,2025-10-20T21:33:38.232306
user_0000,2025-10-22,Elliptical,cardio,38,354,2025-10-22T16:47:38.232306
user_0000,2025-10-22,Stretching,flexibility,57,160,2025-10-22T08:49:38.232306
user_0000,2025-10-23,Basketball,sports,46,503,2025-10-23T18:43:38.232306
user_0000,2025-10-24,Stretching,flexibility,31,94,2025-10-24T18:58:38.232306
user_0000,2025-10-26,Weight Lifting,strength,35,259,2025-10-26T06:40:38.232306
user_0000,2025-10-27,Swimming,cardio,24,153,2025-10-27T10:48:38.232306
user_0000,2025-10-27,Basketball,sports,72,876,2025-10-27T22:13:38.232306
user_0000,2025-10-28,Tennis,sports,18,243,2025-10-28T15:18:38.232306
user_0000,2025-10-29,Bench Press,strength,27,169,2025-10-29T09:37:38.232306
user_0000,2025-10-30,Bench Press,strength,61,233,2025-10-30T12:39:38.232306
user_0000,2025-10-31,Yoga,flexibility,52,141,2025-10-31T13:50:38.232306
user_0000,2025-11-01,Volleyball,sports,28,294,2025-11-01T10:17:38.232306
user_0000,2025-11-02,Pilates,flexibility,58,186,2025-11-02T18:44:38.232306
user_0000,2025-11-02,Pilates,flexibility,47,133,2025-11-02T11:18:38.232306
user_0000,2025-11-04,Swimming,cardio,25,154,2025-11-04T07:23:38.232306
user_0000,2025-11-04,Bench Press,strength,52,342,2025-11-04T11:07:38.232306
user_0000,2025-11-06,Volleyball,sports,21,205,2025-11-06T21:51:38.232306
user_0001,2025-08-10,Elliptical,cardio,47,286,2025-08-10T12:48:38.232306
user_0001,2025-08-11,Elliptical,cardio,48,505,2025-08-11T12:47:38.232306
user_0001,2025-08-12,Soccer,sports,64,271,2025-08-12T11:45:38.232306
user_0001,2025-08-12,Bench Press,strength,26,108,2025-08-12T16:00:38.232306
user_0001,2025-08-14,Weight Lifting,strength,58,324,2025-08-14T18:39:38.232306
user_0001,2025-08-14,Yoga,flexibility,37,123,2025-08-14T19:58:38.232306
user_0001,2025-08-16,Cycling,cardio,47,307,2025-08-16T14:08:38.232306
user_0001,2025-08-16,Yoga,flexibility,53,118,2025-08-16T07:34:38.232306
user_0001,2025-08-17,Deadlifts,strength,60,456,2025-08-17T09:44:38.232306
user_0001,2025-08-17,Push-ups,strength,21,103,2025-08-17T15:52:38.232306
user_0001,2025-08-19,Elliptical,cardio,33,244,2025-08-19T17:31:38.232306
user_0001,2025-08-20,Pilates,flexibility,59,154,2025-08-20T08:49:38.232306
user_0001,2025-08-22,Swimming,cardio,32,181,2025-08-22T09:36:38.232306
user_0001,2025-08-23,Morning Run,cardio,62,659,2025-08-23T14:24:38.232306
user_0001,2025-08-24,Yoga,flexibility,64,149,2025-08-24T19:35:38.232306
user_0001,2025-08-24,Soccer,sports,51,601,2025-08-24T09:27:38.232306
user_0001,2025-08-25,Stretching,flexibility,60,134,2025-08-25T08:06:38.232306
user_0001,2025-08-25,Badminton,sports,45,445,2025-08-25T16:08:38.232306
user_0001,2025-08-30,Cycling,cardio,28,278,2025-08-30T16:14:38.232306
user_0001,2025-08-31,Swimming,cardio,35,311,2025-08-31T19:21:38.232306
user_0001,2025-09-03,Tennis,sports,33,372,2025-09-03T18:29:38.232306
user_0001,2025-09-04,Pilates,flexibility,35,82,2025-09-04T06:40:38.232306
user_0001,2025-09-06,Elliptical,cardio,51,336,2025-09-06T19:22:38.232306
user_0001,2025-09-11,Tai Chi,flexibility,44,136,2025-09-11T21:30:38.232306
user_0001,2025-09-13,Foam Rolling,flexibility,72,231,2025-09-13T08:30:38.232306
user_0001,2025-09-14,Soccer,sports,64,580,2025-09-14T20:03:38.232306
user_0001,2025-09-15,Badminton,sports,63,438,2025-09-15T11:30:38.232306
user_0001,2025-09-18,Foam Rolling,flexibility,27,76,2025-09-18T22:54:38.232306
user_0001,2025-09-18,Elliptical,cardio,75,729,2025-09-18T15:32:38.232306
user_0001,2025-09-19,Yoga,flexibility,58,113,2025-09-19T13:12:38.232306
user_0001,2025-09-20,Stretching,flexibility,29,81,2025-09-20T20:31:38.232306
user_0001,2025-09-24,Soccer,sports,36,242,2025-09-24T22:55:38.232306
user_0001,2025-09-25,Walking,cardio,70,527,2025-09-25T09:03:38.232306
